mid,nc
HMDB0000071,
HMDB0000101,
HMDB0000163,
HMDB0000206,
HMDB0000212,
HMDB0000213,
HMDB0000279,
HMDB0000303,
HMDB0000321,
HMDB0000355,
HMDB0000391,
HMDB0000400,
HMDB0000415,
HMDB0000417,
HMDB0000422,
HMDB0000426,
HMDB0000439,
HMDB0000446,
HMDB0000451,
HMDB0000453,
HMDB0000467,
HMDB0000486,
HMDB0000500,
HMDB0000502,
HMDB0000512,
HMDB0000525,
HMDB0000529,
HMDB0000539,
HMDB0000553,
HMDB0000555,
HMDB0000563,
HMDB0000577,
HMDB0000594,
HMDB0000621,
HMDB0000650,
HMDB0000665,
HMDB0000666,
HMDB0000672,
HMDB0000689,
HMDB0000701,
HMDB0000711,
HMDB0000712,
HMDB0000720,
HMDB0000721,
HMDB0000725,
HMDB0000744,
HMDB0000748,
HMDB0000752,
HMDB0000759,
HMDB0000760,
HMDB0000766,
HMDB0000772,
HMDB0000779,
HMDB0000782,
HMDB0000802,
HMDB0000808,
HMDB0000847,
HMDB0000849,
HMDB0000853,
HMDB0000866,
HMDB0000873,
HMDB0000875,
HMDB0000933,
HMDB0000943,
HMDB0000947,
HMDB0000991,
HMDB0001008,
HMDB0001015,
HMDB0001078,
HMDB0001129,
HMDB0001138,
HMDB0001173,
HMDB0001202,
HMDB0001227,
HMDB0001266,
HMDB0001319,
HMDB0001336,
HMDB0001370,
HMDB0001844,
HMDB0001857,
HMDB0001860,
HMDB0001886,
HMDB0001889,
HMDB0001933,
HMDB0001982,
HMDB0001988,
HMDB0001991,
HMDB0002019,
HMDB0002064,
HMDB0002123,
HMDB0002261,
HMDB0002264,
HMDB0002271,
HMDB0002284,
HMDB0002302,
HMDB0002322,
HMDB0002327,
HMDB0002350,
HMDB0002395,
HMDB0002432,
HMDB0002466,
HMDB0002520,
HMDB0002545,
HMDB0002658,
HMDB0003072,
HMDB0003178,
HMDB0003224,
HMDB0003320,
HMDB0003345,
HMDB0003355,
HMDB0003363,
HMDB0003371,
HMDB0003424,
HMDB0003646,
HMDB0003818,
HMDB0004041,
HMDB0004157,
HMDB0004158,
HMDB0004160,
HMDB0004161,
HMDB0004231,
HMDB0004284,
HMDB0004400,
HMDB0004610,
HMDB0006029,
HMDB0006116,
HMDB0006809,
HMDB0006899,
HMDB0010738,
HMDB0011103,
HMDB0011107,
HMDB0011130,
HMDB0011131,
HMDB0011152,
HMDB0011170,
HMDB0011171,
HMDB0011178,
HMDB0011179,
HMDB0011503,
HMDB0011506,
HMDB0011507,
HMDB0011530,
HMDB0011531,
HMDB0011532,
HMDB0011533,
HMDB0011534,
HMDB0011535,
HMDB0011536,
HMDB0011539,
HMDB0011540,
HMDB0011541,
HMDB0011542,
HMDB0011543,
HMDB0011544,
HMDB0011546,
HMDB0011547,
HMDB0011549,
HMDB0011550,
HMDB0011551,
HMDB0011552,
HMDB0011553,
HMDB0011554,
HMDB0011555,
HMDB0011556,
HMDB0011557,
HMDB0011558,
HMDB0011559,
HMDB0011561,
HMDB0011562,
HMDB0011563,
HMDB0011564,
HMDB0011565,
HMDB0011566,
HMDB0011569,
HMDB0011570,
HMDB0011571,
HMDB0011572,
HMDB0011573,
HMDB0011574,
HMDB0011576,
HMDB0011577,
HMDB0011579,
HMDB0011580,
HMDB0011581,
HMDB0011582,
HMDB0011583,
HMDB0011584,
HMDB0011585,
HMDB0011586,
HMDB0011587,
HMDB0011588,
HMDB0011589,
HMDB0011635,
HMDB0011718,
HMDB0011724,
HMDB0011731,
HMDB0011733,
HMDB0011737,
HMDB0011745,
HMDB0011747,
HMDB0011749,
HMDB0011756,
HMDB0011757,
HMDB0012141,
HMDB0012154,
HMDB0012273,
HMDB0013240,
HMDB0013243,
HMDB0013302,
HMDB0013609,
HMDB0013678,
HMDB0013713,
HMDB0014426,
HMDB0014487,
HMDB0015044,
HMDB0015166,
HMDB0028680,
HMDB0028686,
HMDB0028689,
HMDB0028690,
HMDB0028691,
HMDB0028694,
HMDB0028695,
HMDB0028697,
HMDB0028699,
HMDB0028700,
HMDB0028712,
HMDB0028713,
HMDB0028715,
HMDB0028716,
HMDB0028717,
HMDB0028721,
HMDB0028722,
HMDB0028734,
HMDB0028735,
HMDB0028744,
HMDB0028757,
HMDB0028764,
HMDB0028795,
HMDB0028800,
HMDB0028822,
HMDB0028823,
HMDB0028830,
HMDB0028831,
HMDB0028832,
HMDB0028844,
HMDB0028847,
HMDB0028848,
HMDB0028851,
HMDB0028852,
HMDB0028853,
HMDB0028854,
HMDB0028878,
HMDB0028885,
HMDB0028888,
HMDB0028889,
HMDB0028892,
HMDB0028893,
HMDB0028896,
HMDB0028898,
HMDB0028900,
HMDB0028901,
HMDB0028902,
HMDB0028903,
HMDB0028906,
HMDB0028907,
HMDB0028910,
HMDB0028911,
HMDB0028913,
HMDB0028914,
HMDB0028916,
HMDB0028917,
HMDB0028918,
HMDB0028919,
HMDB0028920,
HMDB0028922,
HMDB0028923,
HMDB0028924,
HMDB0028928,
HMDB0028929,
HMDB0028932,
HMDB0028933,
HMDB0028935,
HMDB0028938,
HMDB0028939,
HMDB0028940,
HMDB0028941,
HMDB0028942,
HMDB0028954,
HMDB0028955,
HMDB0028958,
HMDB0028959,
HMDB0028963,
HMDB0028964,
HMDB0028966,
HMDB0028980,
HMDB0028983,
HMDB0028986,
HMDB0028988,
HMDB0028991,
HMDB0028994,
HMDB0028995,
HMDB0028998,
HMDB0029001,
HMDB0029004,
HMDB0029006,
HMDB0029007,
HMDB0029008,
HMDB0029010,
HMDB0029028,
HMDB0029042,
HMDB0029043,
HMDB0029046,
HMDB0029047,
HMDB0029052,
HMDB0029064,
HMDB0029065,
HMDB0029068,
HMDB0029074,
HMDB0029076,
HMDB0029082,
HMDB0029083,
HMDB0029086,
HMDB0029087,
HMDB0029090,
HMDB0029091,
HMDB0029094,
HMDB0029095,
HMDB0029096,
HMDB0029098,
HMDB0029103,
HMDB0029104,
HMDB0029108,
HMDB0029109,
HMDB0029112,
HMDB0029117,
HMDB0029118,
HMDB0029120,
HMDB0029121,
HMDB0029123,
HMDB0029125,
HMDB0029126,
HMDB0029127,
HMDB0029129,
HMDB0029130,
HMDB0029131,
HMDB0029132,
HMDB0029133,
HMDB0029134,
HMDB0029136,
HMDB0029137,
HMDB0029138,
HMDB0029139,
HMDB0029140,
HMDB0029223,
HMDB0029224,
HMDB0029377,
HMDB0029649,
HMDB0029723,
HMDB0029937,
HMDB0030021,
HMDB0030180,
HMDB0030667,
HMDB0030776,
HMDB0031057,
HMDB0031068,
HMDB0031072,
HMDB0031193,
HMDB0031518,
HMDB0031554,
HMDB0031654,
HMDB0032055,
HMDB0032208,
HMDB0032572,
HMDB0032616,
HMDB0032985,
HMDB0033433,
HMDB0033752,
HMDB0033896,
HMDB0034146,
HMDB0034219,
HMDB0034220,
HMDB0034252,
HMDB0034301,
HMDB0034367,
HMDB0035514,
HMDB0036323,
HMDB0036657,
HMDB0037396,
HMDB0037397,
HMDB0038666,
HMDB0039229,
HMDB0041842,
HMDB0059911,
HMDB0060015,
HMDB0060256,
HMDB0060493,
HMDB0061115,
HMDB0061656,
HMDB0061684,
HMDB0061697,
HMDB0061701,
HMDB0061703,
HMDB0061705,
HMDB0061707,
HMDB0061709,
HMDB0061711,
HMDB0061712,
HMDB0061714,
HMDB0061822,
HMDB0061835,
HMDB0061864,
HMDB0061883,
HMDB0061890,
HMDB0061914,
HMDB0061918,
HMDB0062547,
HMDB0062549,
HMDB0062551,
HMDB0062555,
HMDB0062557,
HMDB0062561,
HMDB0062562,
HMDB0062583,
HMDB0062620,
HMDB0062651,
HMDB0062656,
HMDB0062657,
HMDB0062660,
HMDB0062720,
HMDB0094646,
HMDB0094648,
HMDB0094649,
HMDB0094650,
HMDB0094651,
HMDB0094656,
HMDB0094657,
HMDB0094673,
HMDB0094676,
HMDB0094680,
HMDB0094682,
HMDB0094684,
HMDB0094696,
HMDB0094698,
HMDB0094701,
HMDB0094704,
HMDB0094708,
HMDB0094710,
HMDB0240219,
HMDB0240252,
HMDB0240261,
HMDB0240262,
HMDB0003152,
HMDB0029164,
HMDB0029176,
HMDB0029177,
HMDB0029182,
HMDB0029184,
HMDB0029190,
HMDB0029226,
HMDB0029234,
HMDB0041693,
HMDB0041729,
HMDB0059710,
HMDB0059971,
HMDB0059973,
HMDB0059981,
HMDB0059989,
HMDB0060024,
HMDB0000956,
HMDB0006270,
HMDB0011526,
HMDB0062175,
HMDB0011717,
HMDB0000218,
HMDB0011720,
HMDB0001191,
HMDB0002894,
HMDB0004246,
HMDB0003701,
HMDB0005831,
HMDB0003466,
HMDB0000150,
HMDB0011729,
HMDB0011730,
HMDB0011739,
HMDB0011740,
HMDB0011742,
HMDB0002985,
HMDB0003431,
HMDB0011754,
HMDB0001104,
HMDB0000828,
